-0.9735,0.040513,0.9094,0.11204,-0.021645,0.43579,-0.82686,0.040502,0.78913,0.11181,-0.021643,0.42213,0.56241,0.99918,0.61422,0.99373,0.99977,0.90654
-1.0191,-0.12229,0.86455,-0.047604,-0.020821,0.38692,-0.85164,-0.12199,0.76081,-0.047586,-0.02082,0.37734,0.52413,0.99253,0.64898,0.99887,0.99978,0.92607
-0.92493,0.05819,0.95444,0.12534,-0.02172,0.43939,-0.79858,0.058157,0.81599,0.12501,-0.021718,0.42539,0.60189,0.99831,0.57806,0.99216,0.99976,0.90501
-0.97137,-0.10842,0.91143,-0.030518,-0.02089,0.39174,-0.82566,-0.10821,0.79038,-0.030513,-0.020889,0.3818,0.56417,0.99413,0.61261,0.99953,0.99978,0.92425
-0.94296,0.1241,0.89551,0.04638,-0.061356,0.43748,-0.8093,0.12379,0.78053,0.046363,-0.061317,0.42366,0.5874,0.99231,0.62512,0.99892,0.99812,0.90582
-0.99552,-0.041069,0.8445,-0.11386,-0.059018,0.38972,-0.83904,-0.041058,0.74764,-0.11361,-0.058984,0.37993,0.54406,0.99916,0.66411,0.99352,0.99826,0.92501
-0.90382,0.1103,0.93178,0.029648,-0.061145,0.43387,-0.78569,0.11007,0.80268,0.029644,-0.061106,0.42038,0.61862,0.99392,0.5964,0.99956,0.99813,0.90735
-0.95697,-0.058523,0.88217,-0.12694,-0.058823,0.3849,-0.81745,-0.05849,0.77212,-0.1266,-0.058789,0.37547,0.576,0.99829,0.63548,0.99195,0.99827,0.92684
-0.8279,0.051977,0.77006,0.11616,-0.019989,0.32867,-0.73651,0.051953,0.69618,0.1159,-0.019988,0.32278,0.67642,0.99865,0.71787,0.99326,0.9998,0.94647
-0.87791,-0.12589,0.71966,-0.062558,-0.019284,0.26785,-0.76941,-0.12556,0.65913,-0.062517,-0.019283,0.26466,0.63876,0.99209,0.75203,0.99804,0.99981,0.96434
-0.77337,0.073887,0.81961,0.12895,-0.020053,0.33319,-0.69855,0.073819,0.73088,0.1286,-0.020051,0.32706,0.71556,0.99727,0.6825,0.9917,0.9998,0.945
-0.82553,-0.11252,0.77232,-0.041719,-0.019344,0.27385,-0.73491,-0.11228,0.6978,-0.041707,-0.019343,0.27044,0.67817,0.99368,0.71629,0.99913,0.99981,0.96274
-0.79868,0.13036,0.75953,0.060418,-0.056656,0.33103,-0.71644,0.12999,0.68858,0.060382,-0.056625,0.32501,0.69765,0.99152,0.72516,0.99818,0.9984,0.94571
-0.85649,-0.052115,0.7023,-0.12009,-0.054656,0.27148,-0.75555,-0.052092,0.64598,-0.11981,-0.054629,0.26816,0.65509,0.99864,0.76336,0.9928,0.99851,0.96337
-0.75464,0.1168,0.7994,0.040453,-0.056476,0.32649,-0.68503,0.11654,0.71694,0.040442,-0.056446,0.32072,0.72852,0.99319,0.69714,0.99918,0.99841,0.94717
-0.81423,-0.073187,0.74471,-0.13287,-0.054489,0.26547,-0.7272,-0.073121,0.67776,-0.13248,-0.054462,0.26236,0.68643,0.99732,0.73529,0.99119,0.99852,0.96497
-0.97087,0.041272,0.912,0.11207,-0.021645,0.54703,-0.82538,0.04126,0.79073,0.11184,-0.021643,0.52015,0.56458,0.99915,0.61216,0.99373,0.99977,0.85407
-1.016,-0.12225,0.86771,-0.04668,-0.020821,0.4963,-0.85001,-0.12195,0.76285,-0.046663,-0.02082,0.47617,0.52676,0.99254,0.64657,0.99891,0.99978,0.87935
-0.92174,0.059078,0.95751,0.12534,-0.02172,0.55086,-0.79665,0.059043,0.81776,0.12502,-0.021718,0.52342,0.60444,0.99826,0.57555,0.99215,0.99976,0.85208
-0.96874,-0.10835,0.91404,-0.029736,-0.02089,0.50122,-0.82417,-0.10814,0.79198,-0.029731,-0.020889,0.4805,0.56634,0.99414,0.61055,0.99956,0.99978,0.877
-0.94552,0.1241,0.89297,0.047286,-0.061356,0.54885,-0.8108,0.12378,0.77894,0.047268,-0.061317,0.52171,0.58532,0.99231,0.6271,0.99888,0.99812,0.85313
-0.99764,-0.040321,0.84233,-0.11387,-0.059018,0.49915,-0.8402,-0.04031,0.7462,-0.11362,-0.058984,0.47868,0.54228,0.99919,0.66573,0.99352,0.99826,0.87799
-0.906,0.11033,0.92967,0.030424,-0.061145,0.54502,-0.78704,0.11011,0.80142,0.030419,-0.061106,0.51843,0.6169,0.99392,0.5981,0.99954,0.99813,0.85512
-0.95952,-0.057661,0.87962,-0.12699,-0.058823,0.49421,-0.81891,-0.057629,0.7705,-0.12664,-0.058789,0.47434,0.57392,0.99834,0.63744,0.99195,0.99827,0.88034
-0.82506,0.052834,0.77286,0.11604,-0.019989,0.43677,-0.73459,0.052809,0.69818,0.11578,-0.019988,0.42302,0.67851,0.9986,0.71592,0.99327,0.9998,0.90612
-0.87464,-0.12601,0.72313,-0.06149,-0.019284,0.37591,-0.76731,-0.12567,0.66174,-0.061451,-0.019283,0.36712,0.64127,0.99207,0.74974,0.99811,0.99981,0.93018
-0.76983,0.074923,0.82285,0.1288,-0.020053,0.44138,-0.69601,0.074853,0.73308,0.12844,-0.020051,0.42719,0.71803,0.99719,0.68014,0.99172,0.9998,0.90416
-0.82269,-0.11259,0.77512,-0.040843,-0.019344,0.38182,-0.73298,-0.11235,0.6998,-0.040832,-0.019343,0.37261,0.68026,0.99367,0.71434,0.99917,0.99981,0.92799
-0.80145,0.13015,0.75682,0.061435,-0.056656,0.43919,-0.71837,0.12978,0.68661,0.061396,-0.056625,0.42521,0.69566,0.99154,0.72702,0.99811,0.9984,0.90509
-0.85873,-0.051289,0.69993,-0.12029,-0.054656,0.37947,-0.75701,-0.051267,0.64416,-0.12,-0.054629,0.37043,0.6534,0.99868,0.76489,0.99277,0.99851,0.92886
-0.75706,0.11666,0.79718,0.041308,-0.056476,0.43457,-0.68678,0.11639,0.71539,0.041296,-0.056446,0.42102,0.72686,0.9932,0.69873,0.99915,0.99841,0.90705
-0.81697,-0.072218,0.74197,-0.13311,-0.054489,0.37355,-0.72908,-0.072155,0.67574,-0.13272,-0.054462,0.36492,0.68443,0.99739,0.73714,0.99115,0.99852,0.93104
-0.91404,0.029736,0.96874,0.10835,0.061145,0.43387,-0.79198,0.029731,0.82417,0.10814,0.061106,0.42038,0.61055,0.99956,0.56634,0.99414,0.99813,0.90735
-0.95751,-0.12534,0.92174,-0.059078,0.058823,0.3849,-0.81776,-0.12502,0.79665,-0.059043,0.058789,0.37547,0.57555,0.99215,0.60444,0.99826,0.99827,0.92684
-0.86771,0.04668,1.016,0.12225,0.061356,0.43748,-0.76285,0.046663,0.85001,0.12195,0.061317,0.42366,0.64657,0.99891,0.52676,0.99254,0.99812,0.90582
-0.912,-0.11207,0.97087,-0.041272,0.059018,0.38972,-0.79073,-0.11184,0.82538,-0.04126,0.058984,0.37993,0.61216,0.99373,0.56458,0.99915,0.99826,0.92501
-0.87962,0.12699,0.95952,0.057661,0.02172,0.43939,-0.7705,0.12664,0.81891,0.057629,0.021718,0.42539,0.63744,0.99195,0.57392,0.99834,0.99976,0.90501
-0.92967,-0.030424,0.906,-0.11033,0.02089,0.39174,-0.80142,-0.030419,0.78704,-0.11011,0.020889,0.3818,0.5981,0.99954,0.6169,0.99392,0.99978,0.92425
-0.84233,0.11387,0.99764,0.040321,0.021645,0.43579,-0.7462,0.11362,0.8402,0.04031,0.021643,0.42213,0.66573,0.99352,0.54228,0.99919,0.99977,0.90654
-0.89297,-0.047286,0.94552,-0.1241,0.020821,0.38692,-0.77894,-0.047268,0.8108,-0.12378,0.02082,0.37734,0.6271,0.99888,0.58532,0.99231,0.99978,0.92607
-0.77512,0.040843,0.82269,0.11259,0.056476,0.32649,-0.6998,0.040832,0.73298,0.11235,0.056446,0.32072,0.71434,0.99917,0.68026,0.99367,0.99841,0.94717
-0.82285,-0.1288,0.76983,-0.074923,0.054489,0.26547,-0.73308,-0.12844,0.69601,-0.074853,0.054462,0.26236,0.68014,0.99172,0.71803,0.99719,0.99852,0.96497
-0.72313,0.06149,0.87464,0.12601,0.056656,0.33103,-0.66174,0.061451,0.76731,0.12567,0.056625,0.32501,0.74974,0.99811,0.64127,0.99207,0.9984,0.94571
-0.77286,-0.11604,0.82506,-0.052834,0.054656,0.27148,-0.69818,-0.11578,0.73459,-0.052809,0.054629,0.26816,0.71592,0.99327,0.67851,0.9986,0.99851,0.96337
-0.74197,0.13311,0.81697,0.072218,0.020053,0.33319,-0.67574,0.13272,0.72908,0.072155,0.020051,0.32706,0.73714,0.99115,0.68443,0.99739,0.9998,0.945
-0.79718,-0.041308,0.75706,-0.11666,0.019344,0.27385,-0.71539,-0.041296,0.68678,-0.11639,0.019343,0.27044,0.69873,0.99915,0.72686,0.9932,0.99981,0.96274
-0.69993,0.12029,0.85873,0.051289,0.019989,0.32867,-0.64416,0.12,0.75701,0.051267,0.019988,0.32278,0.76489,0.99277,0.6534,0.99868,0.9998,0.94647
-0.75682,-0.061435,0.80145,-0.13015,0.019284,0.26785,-0.68661,-0.061396,0.71837,-0.12978,0.019283,0.26466,0.72702,0.99811,0.69566,0.99154,0.99981,0.96434
-0.91143,0.030518,0.97137,0.10842,0.061145,0.54502,-0.79038,0.030513,0.82566,0.10821,0.061106,0.51843,0.61261,0.99953,0.56417,0.99413,0.99813,0.85512
-0.95444,-0.12534,0.92493,-0.05819,0.058823,0.49421,-0.81599,-0.12501,0.79858,-0.058157,0.058789,0.47434,0.57806,0.99216,0.60189,0.99831,0.99827,0.88034
-0.86455,0.047604,1.0191,0.12229,0.061356,0.54885,-0.76081,0.047586,0.85164,0.12199,0.061317,0.52171,0.64898,0.99887,0.52413,0.99253,0.99812,0.85313
-0.9094,-0.11204,0.9735,-0.040513,0.059018,0.49915,-0.78913,-0.11181,0.82686,-0.040502,0.058984,0.47868,0.61422,0.99373,0.56241,0.99918,0.99826,0.87799
-0.88217,0.12694,0.95697,0.058523,0.02172,0.55086,-0.77212,0.1266,0.81745,0.05849,0.021718,0.52342,0.63548,0.99195,0.576,0.99829,0.99976,0.85208
-0.93178,-0.029648,0.90382,-0.1103,0.02089,0.50122,-0.80268,-0.029644,0.78569,-0.11007,0.020889,0.4805,0.5964,0.99956,0.61862,0.99392,0.99978,0.877
-0.8445,0.11386,0.99552,0.041069,0.021645,0.54703,-0.74764,0.11361,0.83904,0.041058,0.021643,0.52015,0.66411,0.99352,0.54406,0.99916,0.99977,0.85407
-0.89551,-0.04638,0.94296,-0.1241,0.020821,0.4963,-0.78053,-0.046363,0.8093,-0.12379,0.02082,0.47617,0.62512,0.99892,0.5874,0.99231,0.99978,0.87935
-0.77232,0.041719,0.82553,0.11252,0.056476,0.43457,-0.6978,0.041707,0.73491,0.11228,0.056446,0.42102,0.71629,0.99913,0.67817,0.99368,0.99841,0.90705
-0.81961,-0.12895,0.77337,-0.073887,0.054489,0.37355,-0.73088,-0.1286,0.69855,-0.073819,0.054462,0.36492,0.6825,0.9917,0.71556,0.99727,0.99852,0.93104
-0.71966,0.062558,0.87791,0.12589,0.056656,0.43919,-0.65913,0.062517,0.76941,0.12556,0.056625,0.42521,0.75203,0.99804,0.63876,0.99209,0.9984,0.90509
-0.77006,-0.11616,0.8279,-0.051977,0.054656,0.37947,-0.69618,-0.1159,0.73651,-0.051953,0.054629,0.37043,0.71787,0.99326,0.67642,0.99865,0.99851,0.92886
-0.74471,0.13287,0.81423,0.073187,0.020053,0.44138,-0.67776,0.13248,0.7272,0.073121,0.020051,0.42719,0.73529,0.99119,0.68643,0.99732,0.9998,0.90416
-0.7994,-0.040453,0.75464,-0.1168,0.019344,0.38182,-0.71694,-0.040442,0.68503,-0.11654,0.019343,0.37261,0.69714,0.99918,0.72852,0.99319,0.99981,0.92799
-0.7023,0.12009,0.85649,0.052115,0.019989,0.43677,-0.64598,0.11981,0.75555,0.052092,0.019988,0.42302,0.76336,0.9928,0.65509,0.99864,0.9998,0.90612
-0.75953,-0.060418,0.79868,-0.13036,0.019284,0.37591,-0.68858,-0.060382,0.71644,-0.12999,0.019283,0.36712,0.72516,0.99818,0.69765,0.99152,0.99981,0.93018
